District,Bed,haul,Sampler,species_code,size_class,scallop_id,sex,gonad_cond,shell_height,first_annulus,field_age,mud_blister,worm,damage,whole_wt,meat_cond,meat_wt,epi_wt,
KSH,1,1,MDS,74120,1,1,1,3,159,33,12,0,1,0,0.291,0,0.028,,
KSH,1,1,MDS,74120,1,2,2,4,163,29,17,0,1,0,0.333,0,0.024,,
KSH,1,1,MDS,74120,1,3,2,3,138,29,5,0,0,0,0.163,0,0.015,,
KSH,1,1,MDS,74120,1,4,1,3,157,19,14,0,0,0,0.234,1,0.024,,
KSH,1,1,MDS,74120,1,5,1,3,163,24,14,0,1,0,0.283,0,0.033,,
KSH,1,1,MDS,74120,1,6,2,3,161,24,11,0,1,0,0.285,0,0.030,,
KSH,1,1,MDS,74120,1,7,2,3,153,18,10,0,1,0,0.223,0,0.026,,
KSH,1,1,MDS,74120,1,8,1,4,165,31,14,0,1,0,0.277,0,0.030,,
KSH,1,1,MDS,74120,1,9,2,3,123,25,6,0,0,0,0.124,0,0.013,,
KSH,1,1,MDS,74120,1,10,1,4,181,27,20,1,1,0,0.415,0,0.043,,
KSH,1,1,MDS,74120,2,11,0,0,47,23,1,0,0,0,,0,,,
KSH,1,1,MDS,74120,2,12,0,0,34,28,1,0,0,0,,0,,,
KSH,1,1,MDS,74120,2,13,0,0,32,27,1,0,0,0,,0,,,
KSH,1,1,MDS,74120,3,21,0,0,164,25,15,1,0,0,,0,,,
KSH,1,1,MDS,74120,3,22,0,0,163,29,12,0,1,0,,0,,,
KSH,1,1,MDS,74120,3,23,0,0,180,22,16,0,0,0,,0,,,
KSH,1,2,MDS,74120,1,1,1,3,182,27,19,0,0,0,0.362,0,0.037,,
KSH,1,2,MDS,74120,1,2,1,1,,27,13,0,1,15,0.206,0,0.025,,
KSH,1,2,MDS,74120,1,3,2,3,136,30,5,0,0,3,0.156,0,0.022,,
KSH,1,2,MDS,74120,1,4,2,4,167,28,14,0,1,0,0.276,0,0.031,,
KSH,1,2,MDS,74120,1,5,2,4,171,20,15,0,1,0,0.336,0,0.035,,
KSH,1,2,MDS,74120,1,6,2,4,155,25,14,0,1,3,0.278,0,0.029,,
KSH,1,2,MDS,74120,1,7,2,4,170,28,14,0,1,0,0.339,0,0.030,,
KSH,1,2,MDS,74120,1,8,2,4,,,,0,0,125,0.212,0,0.040,,
KSH,1,2,MDS,74120,1,9,1,4,151,27,14,0,1,0,0.276,0,0.031,,
KSH,1,2,MDS,74120,2,11,2,3,90,29,3,0,0,0,,0,,,
KSH,1,2,MDS,74120,2,12,0,0,66,22,2,0,0,0,,0,,,
KSH,1,2,MDS,74120,2,13,0,0,65,24,2,0,0,0,,0,,,
KSH,1,2,MDS,74120,2,14,0,0,34,24,1,0,0,0,,0,,,
KSH,1,2,MDS,74120,3,21,0,0,152,28,11,0,1,0,,0,,,
KSH,1,2,MDS,74120,3,22,0,0,146,31,10,0,0,0,,0,,,
KSH,1,2,MDS,74120,3,23,0,0,155,31,13,0,1,0,,0,,,
KSH,1,2,MDS,74120,3,24,0,0,148,26,9,0,0,0,,0,,,
KSH,1,3,MDS,74120,1,1,2,3,147,21,9,0,1,0,0.225,0,0.029,,
KSH,1,3,MDS,74120,1,2,1,4,159,24,10,0,1,0,0.351,0,0.033,,
KSH,1,3,MDS,74120,1,3,2,4,145,30,6,0,0,0,0.241,0,0.027,,
KSH,1,3,MDS,74120,1,4,2,4,132,24,6,0,0,0,0.213,0,0.019,,
KSH,1,3,MDS,74120,1,5,2,4,168,34,13,0,1,0,0.368,0,0.034,,
KSH,1,3,MDS,74120,1,6,2,4,159,32,12,0,0,0,0.394,0,0.033,,
KSH,1,3,MDS,74120,1,7,2,4,146,26,6,0,0,0,0.276,0,0.022,,
KSH,1,3,MDS,74120,1,8,2,4,148,26,7,0,0,0,0.320,0,0.021,,
KSH,1,3,MDS,74120,1,9,1,4,192,27,22,0,2,0,0.579,0,0.044,,
KSH,1,3,MDS,74120,1,10,1,3,163,34,15,0,1,0,0.410,1,0.037,,
KSH,1,3,MDS,74120,2,11,1,3,71,27,2,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,12,1,3,80,32,2,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,13,1,3,73,26,2,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,14,0,0,69,21,2,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,15,0,0,65,23,2,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,16,0,0,46,19,1,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,17,0,0,46,21,1,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,18,0,0,31,22,1,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,19,0,0,38,29,1,0,0,0,,0,,,
KSH,1,3,MDS,74120,2,20,0,0,49,25,1,0,0,0,,0,,,
KSH,1,3,MDS,74120,3,21,0,0,171,32,11,0,1,1,,0,,,
KSH,1,4,MDS,74120,1,1,1,4,182,30,17,0,1,0,0.373,0,0.041,,
KSH,1,4,MDS,74120,1,2,2,3,149,27,12,0,1,0,0.199,0,0.019,,
KSH,1,4,MDS,74120,1,3,1,2,146,25,11,0,1,0,0.187,0,0.019,,
KSH,1,4,MDS,74120,2,11,0,0,78,23,2,0,0,0,,0,,,
KSH,1,4,MDS,74120,3,21,0,0,176,29,18,0,0,0,,0,,,
KSH,1,5,MDS,74120,1,6,2,4,162,29,9,0,1,0,0.360,0,0.038,0.019,
KSH,1,5,MDS,74120,1,5,1,4,175,28,11,0,2,0,0.607,0,0.050,0.032,
KSH,1,5,MDS,74120,1,1,1,4,157,38,9,0,1,0,0.363,0,0.035,,
KSH,1,5,MDS,74120,1,2,2,4,168,22,9,0,1,0,0.411,0,0.048,,
KSH,1,5,MDS,74120,1,3,2,4,181,27,13,0,3,3,0.447,0,0.048,,
KSH,1,5,MDS,74120,1,4,1,4,,31,9,0,1,13,0.441,0,0.039,,
KSH,1,5,MDS,74120,2,11,1,3,83,28,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,12,1,3,66,28,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,13,2,3,63,27,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,14,2,3,66,32,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,15,1,3,66,25,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,16,1,3,78,20,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,17,0,0,69,24,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,18,0,0,67,32,1,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,19,1,3,65,31,1,0,0,0,,0,,,
KSH,1,5,MDS,74120,2,20,0,0,63,28,2,0,0,0,,0,,,
KSH,1,5,MDS,74120,3,21,0,0,175,26,15,0,1,0,,0,,,
KSH,1,6,MDS,74120,1,1,2,3,146,27,6,0,0,0,0.338,0,0.023,,
KSH,1,6,MDS,74120,1,2,1,3,152,30,6,0,0,0,0.287,0,0.027,,
KSH,1,6,MDS,74120,1,4,2,3,159,31,9,0,0,0,0.328,0,0.031,,
KSH,1,6,MDS,74120,1,3,2,2,115,22,4,0,0,0,0.139,0,0.013,,
KSH,1,6,MDS,74120,1,5,1,3,,27,4,0,0,3,0.148,0,0.015,,
KSH,1,6,MDS,74120,1,6,2,3,153,24,11,0,0,0,0.331,0,0.024,,
KSH,1,6,MDS,74120,1,7,2,3,142,33,6,0,0,0,0.245,0,0.020,,
KSH,1,6,MDS,74120,1,8,2,3,137,27,5,0,0,0,0.158,0,0.017,,
KSH,1,6,MDS,74120,1,9,1,3,141,20,6,0,0,0,0.206,0,0.025,,
KSH,1,6,MDS,74120,1,10,2,3,160,20,12,0,1,0,0.269,0,0.030,,
KSH,1,6,MDS,74120,2,11,1,3,74,30,2,0,0,0,,0,,,
KSH,1,6,MDS,74120,2,12,0,0,73,25,2,0,0,2,,0,,,
KSH,1,6,MDS,74120,2,13,0,0,72,23,2,0,0,0,,0,,,
KSH,1,6,MDS,74120,2,14,0,0,51,30,1,0,0,0,,0,,,
KSH,1,6,MDS,74120,2,15,0,0,47,19,1,0,0,0,,0,,,
KSH,1,6,MDS,74120,2,16,0,0,50,30,1,0,0,0,,0,,,
KSH,1,6,MDS,74120,2,17,0,0,44,27,1,0,0,0,,0,,,
KSH,1,6,MDS,74120,2,18,0,0,48,29,1,0,0,0,,0,,,
KSH,1,6,MDS,74120,2,19,0,0,30,21,1,0,0,0,,0,,,
KSH,1,6,MDS,74120,3,21,0,0,139,24,7,0,0,0,,0,,,
KSH,1,8,MDS,74120,1,1,2,3,144,23,7,0,0,0,0.181,0,0.020,,
KSH,1,8,MDS,74120,1,2,1,4,174,29,16,0,0,0,0.330,0,0.038,,
KSH,1,8,MDS,74120,1,3,2,3,151,20,9,0,0,0,0.267,0,0.024,,
KSH,1,8,MDS,74120,1,4,2,3,129,22,5,0,0,0,0.193,0,0.014,,
KSH,1,8,MDS,74120,1,5,2,3,150,30,9,0,0,0,0.273,0,0.025,,
KSH,1,8,MDS,74120,1,6,1,3,134,22,6,0,0,3,0.173,0,0.019,,
KSH,1,8,MDS,74120,1,7,1,3,124,27,4,0,0,0,0.172,0,0.010,,
KSH,1,8,MDS,74120,1,8,0,2,101,18,4,0,0,0,0.100,0,0.011,,
KSH,1,8,MDS,74120,1,9,1,2,100,19,3,0,0,0,0.079,0,0.007,,
KSH,1,8,MDS,74120,1,10,1,3,104,19,3,0,0,0,0.092,0,0.008,,
KSH,1,8,MDS,74120,2,11,2,3,95,25,3,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,12,1,3,93,33,3,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,13,0,0,65,25,2,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,14,0,0,59,23,2,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,15,0,0,58,21,2,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,16,0,0,56,20,2,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,17,0,0,56,30,1,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,18,0,0,52,33,1,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,19,0,0,32,25,1,0,0,0,,0,,,
KSH,1,8,MDS,74120,2,20,0,0,34,26,1,0,0,0,,0,,,
KSH,1,8,MDS,74120,3,21,0,0,144,31,9,0,1,0,,0,,,
KSH,1,9,MDS,74120,1,1,1,3,147,24,7,0,0,0,0.188,0,0.020,,
KSH,1,9,MDS,74120,1,2,1,3,157,30,13,0,0,0,0.290,0,0.028,,
KSH,1,9,MDS,74120,1,3,2,3,148,21,10,0,0,0,0.286,0,0.024,,
KSH,1,9,MDS,74120,1,4,1,3,105,19,4,0,0,0,0.085,0,0.006,,
KSH,1,9,MDS,74120,1,5,2,3,110,22,4,0,0,0,0.132,0,0.009,,
KSH,1,9,MDS,74120,1,6,2,3,134,28,6,0,0,0,0.151,0,0.014,,
KSH,1,9,MDS,74120,1,7,1,3,168,27,12,0,0,2,0.360,0,0.037,,
KSH,1,9,MDS,74120,1,8,2,4,165,24,13,0,1,0,0.418,0,0.027,,
KSH,1,9,MDS,74120,1,9,2,3,139,27,5,0,0,0,0.224,0,0.017,,
KSH,1,9,MDS,74120,1,10,1,2,108,20,4,0,0,0,0.099,0,0.006,,
KSH,1,9,MDS,74120,2,11,2,0,103,22,4,1,0,0,,0,,,
KSH,1,9,MDS,74120,2,12,2,2,96,33,3,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,13,2,3,97,17,4,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,14,0,0,66,24,2,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,15,0,0,62,22,2,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,16,0,0,65,24,2,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,17,0,0,52,24,1,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,18,0,0,57,29,1,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,19,0,0,61,22,2,0,0,0,,0,,,
KSH,1,9,MDS,74120,2,20,0,0,13,13,1,0,0,0,,0,,,
KSH,1,9,MDS,74120,3,21,0,0,147,29,7,0,0,0,,0,,,
KSH,1,9,MDS,74120,3,22,0,0,157,35,12,0,1,0,,0,,,
KSH,1,9,MDS,74120,3,23,0,0,168,23,13,0,0,0,,0,,,
KSH,1,10,MDS,74120,1,1,1,3,127,24,5,0,0,0,0.190,0,0.015,,
KSH,1,11,MDS,74120,1,1,2,3,158,31,14,0,1,0,0.296,0,0.023,,
KSH,1,11,MDS,74120,1,2,1,3,170,22,16,0,1,0,0.345,1,0.030,,
KSH,1,11,MDS,74120,1,3,2,3,160,27,16,0,0,0,0.294,0,0.027,,
KSH,1,11,MDS,74120,1,4,1,3,166,25,14,0,1,0,0.324,0,0.025,,
KSH,1,11,MDS,74120,1,5,2,3,148,22,10,0,1,0,0.224,0,0.017,,
KSH,1,11,MDS,74120,1,6,2,3,162,26,19,0,1,0,0.318,0,0.024,,
KSH,1,11,MDS,74120,1,7,2,3,144,25,10,0,1,0,0.198,0,0.018,,
KSH,1,11,MDS,74120,1,8,1,3,152,25,12,0,0,0,0.282,0,0.020,,
KSH,1,11,MDS,74120,2,11,1,3,99,27,3,0,0,0,,0,,,
KSH,1,13,MDS,74120,2,11,0,0,54,21,2,0,0,0,,0,,,
KSH,1,13,MDS,74120,2,12,0,0,56,29,1,0,0,0,,0,,,
KSH,1,13,MDS,74120,2,13,2,3,100,29,3,0,0,0,,0,,,
KSH,1,13,MDS,74120,2,14,2,3,92,24,3,0,0,0,,0,,,
KSH,1,14,MDS,74120,1,1,2,3,169,37,15,0,1,0,0.448,0,0.043,,
KSH,1,14,MDS,74120,1,2,1,3,141,19,6,0,0,0,0.216,0,0.020,,
KSH,1,14,MDS,74120,1,3,2,3,145,32,6,0,1,0,0.250,0,0.026,,
KSH,1,14,MDS,74120,1,4,1,3,141,25,6,1,1,0,0.312,0,0.028,,
KSH,1,14,MDS,74120,1,5,1,3,102,32,3,0,0,0,0.098,0,0.009,,
KSH,1,14,MDS,74120,1,6,1,3,120,33,4,0,0,2,0.162,0,0.012,,
KSH,1,14,MDS,74120,2,11,1,3,66,28,2,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,12,2,3,66,30,2,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,13,1,3,67,29,2,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,14,0,0,20,20,1,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,15,0,0,22,22,1,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,16,0,0,26,26,1,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,17,0,0,24,24,1,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,18,0,0,26,26,1,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,19,0,0,23,23,1,0,0,0,,0,,,
KSH,1,14,MDS,74120,2,20,0,0,24,24,1,0,0,0,,0,,,
KSH,1,15,MDS,74120,1,1,2,3,164,17,10,0,1,0,0.427,0,0.046,,
KSH,1,15,MDS,74120,1,2,2,3,127,21,4,0,0,0,0.140,0,0.013,,
KSH,1,15,MDS,74120,1,3,1,3,101,28,3,0,0,0,0.098,0,0.007,,
KSH,1,15,MDS,74120,1,4,1,3,119,25,4,0,0,0,0.172,0,0.012,,
KSH,1,15,MDS,74120,1,5,1,3,105,24,3,0,0,0,0.111,0,0.007,,
KSH,1,15,MDS,74120,1,6,1,3,159,22,10,0,1,0,0.298,0,0.029,,
KSH,1,15,MDS,74120,1,7,1,3,99,24,3,0,0,0,0.102,0,0.008,,
KSH,1,15,MDS,74120,1,8,2,3,126,31,4,0,0,0,0.171,0,0.012,,
KSH,1,15,MDS,74120,1,9,2,3,110,21,3,0,0,0,0.133,0,0.012,,
KSH,1,15,MDS,74120,1,10,2,3,141,27,6,0,0,0,0.310,0,0.025,,
KSH,1,15,MDS,74120,2,11,1,3,67,28,2,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,12,1,3,67,29,2,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,13,1,3,63,25,2,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,14,0,0,57,22,2,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,15,2,3,63,26,2,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,16,0,0,46,28,1,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,17,0,0,45,33,1,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,18,0,0,20,20,1,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,19,0,0,23,23,1,0,0,0,,0,,,
KSH,1,15,MDS,74120,2,20,0,0,17,17,1,0,0,0,,0,,,
KSH,1,16,MDS,74120,1,1,1,3,124,29,4,0,0,2,0.171,0,0.018,,
KSH,1,16,MDS,74120,1,2,1,3,114,26,4,0,0,0,0.140,0,0.012,,
KSH,1,16,MDS,74120,1,3,1,3,146,25,7,1,0,0,0.256,0,0.023,,
KSH,1,16,MDS,74120,1,4,2,3,115,28,4,0,0,0,0.148,0,0.012,,
KSH,1,16,MDS,74120,1,5,1,3,108,31,4,0,0,0,0.123,0,0.009,,
KSH,1,16,MDS,74120,1,6,2,3,146,21,8,0,0,0,0.293,0,0.028,,
KSH,1,16,MDS,74120,1,7,2,3,117,27,4,0,0,0,0.135,0,0.012,,
KSH,1,16,MDS,74120,1,8,2,3,118,24,4,0,0,0,0.137,0,0.013,,
KSH,1,16,MDS,74120,1,9,2,3,121,23,4,0,0,0,0.163,0,0.013,,
KSH,1,16,MDS,74120,1,10,1,3,118,26,4,0,0,0,0.128,0,0.012,,
KSH,1,16,MDS,74120,2,11,1,3,82,24,2,0,0,0,,0,,,
