District,Bed,haul,Sampler,species_code,size_class,scallop_id,sex,gonad_cond,shell_height,first_annulus,field_age,mud_blister,worm,damage,whole_wt,meat_cond,meat_wt,epi_wt,
KSH,1,9,MB,74120,1,39,,,132,,,,,0,,,,,
KSH,1,9,MB,74120,1,40,,,158,,,,,0,,,,,
KSH,1,9,MB,74120,1,41,,,115,,,,,0,,,,,
KSH,1,9,MB,74120,1,42,,,111,,,,,0,,,,,
KSH,1,9,MB,74120,1,43,,,111,,,,,0,,,,,
KSH,1,9,MB,74120,1,44,,,106,,,,,0,,,,,
KSH,1,9,MB,74120,1,45,,,148,,,,,0,,,,,
KSH,1,9,MB,74120,1,46,,,137,,,,,0,,,,,
KSH,1,9,MB,74120,1,47,,,164,,,,,0,,,,,
KSH,1,9,MB,74120,1,48,,,111,,,,,0,,,,,
KSH,1,9,MB,74120,1,49,,,128,,,,,0,,,,,
KSH,1,9,MB,74120,1,50,,,105,,,,,0,,,,,
KSH,1,9,MB,74120,1,51,,,142,,,,,0,,,,,
KSH,1,9,MB,74120,1,52,,,167,,,,,0,,,,,
KSH,1,9,MB,74120,1,53,,,110,,,,,0,,,,,
KSH,1,9,MB,74120,1,54,,,109,,,,,0,,,,,
KSH,1,9,MB,74120,1,55,,,153,,,,,0,,,,,
KSH,1,9,MB,74120,1,56,,,176,,,,,0,,,,,
KSH,1,9,MB,74120,1,57,,,147,,,,,0,,,,,
KSH,1,9,MB,74120,1,58,,,146,,,,,0,,,,,
KSH,1,9,MB,74120,1,59,,,147,,,,,0,,,,,
KSH,1,9,MB,74120,1,60,,,154,,,,,1,,,,,
KSH,1,9,MB,74120,2,61,,,103,,,,,0,,,,,
KSH,1,9,MB,74120,2,62,,,64,,,,,0,,,,,
KSH,1,9,MB,74120,2,63,,,43,,,,,0,,,,,
KSH,1,9,MB,74120,2,64,,,56,,,,,0,,,,,
KSH,1,9,MB,74120,2,65,,,76,,,,,0,,,,,
KSH,1,9,MB,74120,2,66,,,46,,,,,0,,,,,
KSH,1,9,MB,74120,2,67,,,13,,,,,0,,,,,
KSH,1,14,MB,74120,2,61,,,25,,,,,0,,,,,
KSH,1,14,MB,74120,2,62,,,68,,,,,0,,,,,
KSH,1,14,MB,74120,2,63,,,66,,,,,0,,,,,
KSH,1,14,MB,74120,2,64,,,71,,,,,0,,,,,
KSH,1,14,MB,74120,2,65,,,74,,,,,0,,,,,
KSH,1,14,MB,74120,2,66,,,27,,,,,0,,,,,
KSH,1,14,MB,74120,2,67,,,25,,,,,0,,,,,
KSH,1,14,MB,74120,2,68,,,76,,,,,0,,,,,
KSH,1,14,MB,74120,2,69,,,24,,,,,0,,,,,
KSH,1,14,MB,74120,2,70,,,26,,,,,0,,,,,
KSH,1,14,MB,74120,2,71,,,23,,,,,0,,,,,
KSH,1,14,MB,74120,2,72,,,25,,,,,0,,,,,
KSH,1,14,MB,74120,2,73,,,27,,,,,0,,,,,
KSH,1,14,MB,74120,2,74,,,27,,,,,0,,,,,
KSH,1,14,MB,74120,2,75,,,20,,,,,0,,,,,
KSH,1,14,MB,74120,2,76,,,26,,,,,0,,,,,
KSH,1,14,MB,74120,2,77,,,22,,,,,0,,,,,
KSH,1,14,MB,74120,2,78,,,28,,,,,0,,,,,
KSH,1,14,MB,74120,2,79,,,23,,,,,0,,,,,
KSH,1,14,MB,74120,2,80,,,21,,,,,0,,,,,
KSH,1,14,MB,74120,2,81,,,66,,,,,0,,,,,
KSH,1,14,MB,74120,2,82,,,26,,,,,0,,,,,
KSH,1,14,MB,74120,2,83,,,23,,,,,0,,,,,
KSH,1,14,MB,74120,2,84,,,25,,,,,0,,,,,
KSH,1,14,MB,74120,2,85,,,24,,,,,0,,,,,
KSH,1,14,MB,74120,2,86,,,27,,,,,0,,,,,
KSH,1,14,MB,74120,2,87,,,27,,,,,0,,,,,
KSH,1,14,MB,74120,2,88,,,26,,,,,0,,,,,
KSH,1,14,MB,74120,2,89,,,23,,,,,0,,,,,
KSH,1,15,MB,74120,2,61,,,66,,,,,0,,,,,
KSH,1,15,MB,74120,2,62,,,101,,,,,0,,,,,
KSH,1,15,MB,74120,2,63,,,95,,,,,0,,,,,
KSH,1,15,MB,74120,2,64,,,63,,,,,0,,,,,
KSH,1,15,MB,74120,2,65,,,99,,,,,0,,,,,
KSH,1,15,MB,74120,2,66,,,20,,,,,0,,,,,
KSH,1,15,MB,74120,2,67,,,89,,,,,0,,,,,
KSH,1,15,MB,74120,2,68,,,67,,,,,0,,,,,
KSH,1,15,MB,74120,2,69,,,72,,,,,0,,,,,
KSH,1,15,MB,74120,2,70,,,68,,,,,0,,,,,
KSH,1,15,MB,74120,2,71,,,67,,,,,0,,,,,
KSH,1,15,MB,74120,2,72,,,63,,,,,0,,,,,
KSH,1,15,MB,74120,2,73,,,90,,,,,0,,,,,
KSH,1,15,MB,74120,2,74,,,39,,,,,0,,,,,
KSH,1,15,MB,74120,2,75,,,44,,,,,0,,,,,
KSH,1,15,MB,74120,2,76,,,22,,,,,0,,,,,
KSH,1,15,MB,74120,2,77,,,23,,,,,0,,,,,
KSH,1,15,MB,74120,2,78,,,24,,,,,0,,,,,
KSH,1,15,MB,74120,2,79,,,22,,,,,0,,,,,
KSH,1,15,MB,74120,2,80,,,21,,,,,0,,,,,
KSH,1,15,MB,74120,2,81,,,19,,,,,0,,,,,
KSH,1,15,MB,74120,2,82,,,22,,,,,0,,,,,
KSH,1,15,MB,74120,2,83,,,21,,,,,0,,,,,
KSH,1,15,MB,74120,2,84,,,24,,,,,0,,,,,
KSH,1,15,MB,74120,2,85,,,22,,,,,0,,,,,
KSH,1,15,MB,74120,2,86,,,23,,,,,0,,,,,
KSH,1,15,MB,74120,2,87,,,20,,,,,0,,,,,
KSH,1,15,MB,74120,2,88,,,22,,,,,0,,,,,
KSH,1,15,MB,74120,2,89,,,27,,,,,0,,,,,
KSH,1,15,MB,74120,2,90,,,23,,,,,0,,,,,
KSH,1,16,MB,74120,1,31,,,117,,,,,0,,,,,
KSH,1,16,MB,74120,1,32,,,139,,,,,0,,,,,
KSH,1,16,MB,74120,1,33,,,156,,,,,0,,,,,
KSH,1,16,MB,74120,1,34,,,160,,,,,0,,,,,
KSH,1,16,MB,74120,1,35,,,150,,,,,0,,,,,
KSH,1,16,MB,74120,1,36,,,139,,,,,0,,,,,
KSH,1,16,MB,74120,1,37,,,116,,,,,0,,,,,
KSH,1,16,MB,74120,1,38,,,121,,,,,0,,,,,
KSH,1,16,MB,74120,1,39,,,137,,,,,0,,,,,
KSH,1,16,MB,74120,1,40,,,162,,,,,0,,,,,
KSH,1,16,MB,74120,1,41,,,119,,,,,0,,,,,
KSH,1,16,MB,74120,1,42,,,116,,,,,0,,,,,
KSH,1,16,MB,74120,1,43,,,110,,,,,0,,,,,
KSH,1,16,MB,74120,1,44,,,116,,,,,0,,,,,
KSH,1,16,MB,74120,1,45,,,163,,,,,0,,,,,
KSH,1,16,MB,74120,1,46,,,116,,,,,0,,,,,
KSH,1,16,MB,74120,1,47,,,156,,,,,0,,,,,
KSH,1,16,MB,74120,1,48,,,110,,,,,0,,,,,
KSH,1,16,MB,74120,1,49,,,147,,,,,0,,,,,
KSH,1,16,MB,74120,1,50,,,115,,,,,0,,,,,
KSH,1,16,MB,74120,1,51,,,151,,,,,0,,,,,
KSH,1,16,MB,74120,1,52,,,114,,,,,0,,,,,
KSH,1,16,MB,74120,1,53,,,116,,,,,0,,,,,
KSH,1,16,MB,74120,1,54,,,157,,,,,0,,,,,
KSH,1,16,MB,74120,1,55,,,120,,,,,0,,,,,
KSH,1,16,MB,74120,1,56,,,124,,,,,0,,,,,
KSH,1,16,MB,74120,1,57,,,135,,,,,0,,,,,
KSH,1,16,MB,74120,1,58,,,117,,,,,0,,,,,
KSH,1,16,MB,74120,1,59,,,112,,,,,0,,,,,
KSH,1,16,MB,74120,1,60,,,119,,,,,0,,,,,
KSH,1,16,MB,74120,2,61,,,55,,,,,0,,,,,
KSH,1,16,MB,74120,2,62,,,64,,,,,0,,,,,
KSH,1,16,MB,74120,2,63,,,85,,,,,0,,,,,
KSH,1,16,MB,74120,2,64,,,56,,,,,0,,,,,
KSH,1,16,MB,74120,2,65,,,79,,,,,0,,,,,
KSH,1,16,MB,74120,2,66,,,74,,,,,0,,,,,
KSH,1,16,MB,74120,2,67,,,70,,,,,0,,,,,
KSH,1,16,MB,74120,2,68,,,88,,,,,0,,,,,
KSH,1,16,MB,74120,2,69,,,85,,,,,0,,,,,
KSH,1,16,MB,74120,2,70,,,72,,,,,0,,,,,
KSH,1,16,MB,74120,2,71,,,79,,,,,0,,,,,
KSH,1,16,MB,74120,2,72,,,49,,,,,0,,,,,
KSH,1,16,MB,74120,2,73,,,52,,,,,0,,,,,
KSH,1,16,MB,74120,2,74,,,81,,,,,0,,,,,
KSH,1,16,MB,74120,2,75,,,85,,,,,0,,,,,
KSH,1,16,MB,74120,2,76,,,51,,,,,0,,,,,
KSH,1,16,MB,74120,2,77,,,69,,,,,0,,,,,
KSH,1,16,MB,74120,2,78,,,76,,,,,1,,,,,
KSH,1,17,MB,74120,2,61,,,78,,,,,0,,,,,
KSH,1,17,MB,74120,2,62,,,86,,,,,0,,,,,
KSH,1,17,MB,74120,2,63,,,48,,,,,0,,,,,
KSH,1,17,MB,74120,2,64,,,54,,,,,0,,,,,
KSH,1,17,MB,74120,2,65,,,66,,,,,0,,,,,
KSH,1,17,MB,74120,2,66,,,77,,,,,0,,,,,
KSH,1,17,MB,74120,2,67,,,74,,,,,0,,,,,
KSH,1,17,MB,74120,2,68,,,52,,,,,0,,,,,
KSH,1,17,MB,74120,2,69,,,56,,,,,0,,,,,
KSH,1,17,MB,74120,2,70,,,52,,,,,0,,,,,
KSH,1,17,MB,74120,2,71,,,82,,,,,0,,,,,
KSH,1,17,MB,74120,2,72,,,99,,,,,0,,,,,
KSH,1,17,MB,74120,2,73,,,37,,,,,0,,,,,
KSH,1,17,MB,74120,2,74,,,16,,,,,0,,,,,
KSH,1,17,MB,74120,2,75,,,17,,,,,0,,,,,
KSH,1,17,MB,74120,2,76,,,75,,,,,0,,,,,
KSH,1,17,MB,74120,2,77,,,87,,,,,0,,,,,
KSH,1,17,MB,74120,2,78,,,83,,,,,0,,,,,
KSH,1,17,MB,74120,2,79,,,57,,,,,0,,,,,
KSH,1,17,MB,74120,2,80,,,50,,,,,0,,,,,
KSH,1,17,MB,74120,2,81,,,43,,,,,0,,,,,
KSH,1,17,MB,74120,1,31,,,111,,,,,5,,,,,
KSH,1,17,MB,74120,1,32,,,149,,,,,0,,,,,
KSH,1,17,MB,74120,1,33,,,122,,,,,0,,,,,
KSH,1,17,MB,74120,1,34,,,140,,,,,0,,,,,
KSH,1,17,MB,74120,1,35,,,121,,,,,0,,,,,
KSH,1,17,MB,74120,1,36,,,128,,,,,0,,,,,
KSH,1,17,MB,74120,1,37,,,118,,,,,0,,,,,
KSH,1,17,MB,74120,1,38,,,120,,,,,0,,,,,
KSH,1,17,MB,74120,1,39,,,114,,,,,0,,,,,
KSH,1,17,MB,74120,1,40,,,115,,,,,0,,,,,
KSH,1,17,MB,74120,1,41,,,136,,,,,0,,,,,
KSH,1,17,MB,74120,1,42,,,121,,,,,0,,,,,
KSH,1,17,MB,74120,1,43,,,156,,,,,0,,,,,
KSH,1,17,MB,74120,1,44,,,120,,,,,0,,,,,
KSH,1,17,MB,74120,1,45,,,124,,,,,0,,,,,
KSH,1,17,MB,74120,1,46,,,121,,,,,0,,,,,
KSH,1,17,MB,74120,1,47,,,171,,,,,0,,,,,
KSH,1,17,MB,74120,1,48,,,156,,,,,0,,,,,
KSH,1,17,MB,74120,1,49,,,117,,,,,0,,,,,
KSH,1,17,MB,74120,1,50,,,161,,,,,0,,,,,
KSH,1,17,MB,74120,1,51,,,126,,,,,0,,,,,
KSH,1,17,MB,74120,1,52,,,116,,,,,0,,,,,
KSH,1,17,MB,74120,1,53,,,118,,,,,0,,,,,
KSH,1,17,MB,74120,1,54,,,114,,,,,0,,,,,
KSH,1,17,MB,74120,1,55,,,83,,,,,0,,,,,
KSH,1,17,MB,74120,1,56,,,121,,,,,0,,,,,
KSH,1,17,MB,74120,1,57,,,109,,,,,0,,,,,
KSH,1,17,MB,74120,1,58,,,155,,,,,0,,,,,
KSH,1,17,MB,74120,1,59,,,120,,,,,0,,,,,
KSH,1,17,MB,74120,1,60,,,151,,,,,0,,,,,
KSH,1,18,MB,74120,1,31,,,170,,,,,0,,,,,
KSH,1,18,MB,74120,1,32,,,152,,,,,0,,,,,
KSH,1,18,MB,74120,1,33,,,166,,,,,0,,,,,
KSH,1,18,MB,74120,1,34,,,173,,,,,0,,,,,
KSH,1,18,MB,74120,1,35,,,168,,,,,0,,,,,
KSH,1,18,MB,74120,1,36,,,156,,,,,0,,,,,
KSH,1,18,MB,74120,1,37,,,148,,,,,0,,,,,
KSH,1,18,MB,74120,1,38,,,152,,,,,0,,,,,
KSH,1,18,MB,74120,1,39,,,179,,,,,0,,,,,
KSH,1,18,MB,74120,1,40,,,114,,,,,0,,,,,
KSH,1,18,MB,74120,1,41,,,112,,,,,0,,,,,
KSH,1,18,MB,74120,1,42,,,162,,,,,0,,,,,
KSH,1,18,MB,74120,1,43,,,162,,,,,0,,,,,
KSH,1,18,MB,74120,1,44,,,150,,,,,0,,,,,
KSH,1,18,MB,74120,1,45,,,152,,,,,0,,,,,
KSH,1,18,MB,74120,1,46,,,154,,,,,0,,,,,
KSH,1,18,MB,74120,1,47,,,121,,,,,0,,,,,
KSH,1,18,MB,74120,1,48,,,145,,,,,0,,,,,
KSH,1,18,MB,74120,1,49,,,116,,,,,0,,,,,
KSH,1,18,MB,74120,1,50,,,161,,,,,0,,,,,
KSH,1,18,MB,74120,1,51,,,157,,,,,0,,,,,
KSH,1,18,MB,74120,1,52,,,143,,,,,0,,,,,
KSH,1,18,MB,74120,1,53,,,153,,,,,0,,,,,
KSH,1,18,MB,74120,1,54,,,106,,,,,0,,,,,
KSH,1,18,MB,74120,1,55,,,145,,,,,1,,,,,
KSH,1,18,MB,74120,1,56,,,103,,,,,1,,,,,
KSH,1,18,MB,74120,1,57,,,160,,,,,5,,,,,
KSH,1,20,MB,74120,2,61,,,69,,,,,0,,,,,
KSH,1,20,MB,74120,2,62,,,60,,,,,0,,,,,
KSH,1,20,MB,74120,1,31,,,172,,,,,0,,,,,
KSH,1,20,MB,74120,1,32,,,142,,,,,0,,,,,
KSH,1,20,MB,74120,1,33,,,168,,,,,0,,,,,
KSH,1,20,MB,74120,1,34,,,172,,,,,3,,,,,
KSH,1,20,MB,74120,1,35,,,163,,,,,0,,,,,
KSH,1,20,MB,74120,1,36,,,166,,,,,0,,,,,
KSH,1,20,MB,74120,1,37,,,170,,,,,0,,,,,
KSH,1,20,MB,74120,1,38,,,144,,,,,0,,,,,
KSH,1,20,MB,74120,1,39,,,154,,,,,0,,,,,
KSH,1,20,MB,74120,1,40,,,149,,,,,0,,,,,
KSH,1,20,MB,74120,1,41,,,150,,,,,0,,,,,
KSH,1,20,MB,74120,1,42,,,157,,,,,0,,,,,
KSH,1,20,MB,74120,1,43,,,137,,,,,0,,,,,
KSH,1,20,MB,74120,1,44,,,166,,,,,0,,,,,
KSH,1,20,MB,74120,1,45,,,169,,,,,0,,,,,
KSH,1,20,MB,74120,1,46,,,130,,,,,0,,,,,
KSH,1,20,MB,74120,1,47,,,164,,,,,0,,,,,
KSH,1,20,MB,74120,1,48,,,113,,,,,0,,,,,
KSH,1,20,MB,74120,1,49,,,178,,,,,0,,,,,
KSH,1,20,MB,74120,1,50,,,157,,,,,0,,,,,
KSH,1,20,MB,74120,1,51,,,148,,,,,0,,,,,
KSH,1,20,MB,74120,1,52,,,163,,,,,0,,,,,
KSH,1,20,MB,74120,1,53,,,160,,,,,0,,,,,
KSH,1,20,MB,74120,1,54,,,154,,,,,0,,,,,
KSH,1,20,MB,74120,1,55,,,156,,,,,0,,,,,
KSH,1,20,MB,74120,1,56,,,142,,,,,0,,,,,
KSH,1,20,MB,74120,1,57,,,174,,,,,0,,,,,
KSH,1,20,MB,74120,1,58,,,110,,,,,0,,,,,
KSH,1,21,MB,74120,1,31,,,145,,,,,5,,,,,
KSH,1,21,MB,74120,1,32,,,144,,,,,5,,,,,
KSH,1,21,MB,74120,1,33,,,158,,,,,0,,,,,
KSH,1,21,MB,74120,1,34,,,159,,,,,0,,,,,
KSH,1,21,MB,74120,1,35,,,150,,,,,0,,,,,
KSH,1,21,MB,74120,1,36,,,168,,,,,0,,,,,
KSH,1,21,MB,74120,1,37,,,172,,,,,0,,,,,
KSH,1,21,MB,74120,1,38,,,156,,,,,0,,,,,
KSH,1,21,MB,74120,1,39,,,172,,,,,0,,,,,
KSH,1,21,MB,74120,1,40,,,,,,,,0,,,,,
KSH,1,21,MB,74120,1,41,,,156,,,,,0,,,,,
KSH,1,21,MB,74120,1,42,,,132,,,,,0,,,,,
KSH,1,21,MB,74120,1,43,,,101,,,,,0,,,,,
KSH,1,21,MB,74120,1,44,,,179,,,,,0,,,,,
KSH,1,21,MB,74120,1,45,,,164,,,,,0,,,,,
KSH,1,21,MB,74120,1,46,,,162,,,,,0,,,,,
KSH,1,21,MB,74120,1,47,,,163,,,,,0,,,,,
KSH,1,21,MB,74120,1,48,,,168,,,,,0,,,,,
KSH,1,21,MB,74120,1,49,,,159,,,,,0,,,,,
KSH,1,21,MB,74120,1,50,,,172,,,,,0,,,,,
KSH,1,21,MB,74120,1,51,,,157,,,,,0,,,,,
KSH,1,21,MB,74120,1,52,,,147,,,,,0,,,,,
KSH,1,21,MB,74120,1,53,,,147,,,,,0,,,,,
KSH,1,21,MB,74120,1,54,,,149,,,,,0,,,,,
KSH,1,21,MB,74120,1,55,,,163,,,,,0,,,,,
KSH,1,21,MB,74120,1,56,,,160,,,,,0,,,,,
KSH,1,21,MB,74120,1,57,,,126,,,,,0,,,,,
KSH,1,21,MB,74120,1,58,,,167,,,,,0,,,,,
KSH,1,21,MB,74120,1,59,,,135,,,,,0,,,,,
KSH,1,21,MB,74120,1,60,,,139,,,,,1,,,,,
