CATCH_COMP_ID,EVENT_ID,RACE_CODE,SPECIES_NAME_FIELD,COMMON_NAME,SCIENTIFIC_NAME,SCAL_SIZE_CLASS,CONDITION_CODE_RII,COUNT,SAMPLE_WT_KG,SAMPLE_TYPE,SAMPLER,BASKET_ID
19826,2016D02001,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,10,1.5,1,"QTS, MDS, JDM, STS",AA
19827,2016D02001,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,6,1.09,1,"QTS, MDS, JDM, STS",ZZ
19828,2016D02001,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,2,0.01,1,"QTS, MDS, JDM, STS",PP
19829,2016D02001,99997,Unsorted catch and debris,unsorted catch and debris,,,,,21.56,1,"QTS, MDS, JDM, STS",
19830,2016D02001,80160,Sunflower sea star,sunflower sea star,Pycnopodia helianthoides,,,1,0.42,1,"QTS, MDS, JDM, STS",
19831,2016D02001,99997,Unsorted catch and debris,unsorted catch and debris,,,,,17.44,1,"QTS, MDS, JDM, STS",
19832,2016D02001,99997,Unsorted catch and debris,unsorted catch and debris,,,,,11.58,1,"QTS, MDS, JDM, STS",
19833,2016D02001,99997,Unsorted catch and debris,unsorted catch and debris,,,,,24,1,"QTS, MDS, JDM, STS",
19834,2016D02001,10130,Flathead sole,"sole, flathead",Hippoglossoides elassodon,,,3,1.32,1,"QTS, MDS, JDM, STS",
19835,2016D02001,99997,Unsorted catch and debris,unsorted catch and debris,,,,,3.3,1,"QTS, MDS, JDM, STS",
19836,2016D02001,435,Bering skate,Sandpaper Skate,Bathyraja interrupta,,,2,4.06,1,"QTS, MDS, JDM, STS",
19837,2016D02001,66120,Sidestripe shrimp,"shrimp, sidestriped",Pandalopsis dispar,,,3,0.05,1,"QTS, MDS, JDM, STS",
19838,2016D02001,66031,Pink shrimp,"shrimp, northern (pink)",Pandalus borealis,,,1,0.04,1,"QTS, MDS, JDM, STS",
19839,2016D02002,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,1,0.22,1,"QTS, MDS, JDM, STS",XX
19840,2016D02002,99997,Unsorted catch and debris,unsorted catch and debris,,,,,17.64,1,"QTS, MDS, JDM, STS",
19841,2016D02002,23010,Eulachon,"smelt, eulachon",Thaleichthys pacificus,,,1,0.04,1,"QTS, MDS, JDM, STS",
19842,2016D02002,99997,Unsorted catch and debris,unsorted catch and debris,,,,,22.92,1,"QTS, MDS, JDM, STS",
19843,2016D02002,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.07,1,"QTS, MDS, JDM, STS",
19844,2016D02003,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,43,7.42,1,"QTS, MDS, JDM, STS",M
19845,2016D02003,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,10,1.7,1,"QTS, MDS, JDM, STS",OO
19846,2016D02003,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,3,0.47,1,"QTS, MDS, JDM, STS",
19847,2016D02003,99997,Unsorted catch and debris,unsorted catch and debris,,,,,27.58,1,"QTS, MDS, JDM, STS",
19848,2016D02003,80160,Sunflower sea star,sunflower sea star,Pycnopodia helianthoides,,,1,1.12,1,"QTS, MDS, JDM, STS",
19849,2016D02003,10110,Arrowtooth flounder,"flounder, arrowtooth",Reinhardtius stomias,,,2,1.86,1,"QTS, MDS, JDM, STS",
19850,2016D02003,23010,Eulachon,"smelt, eulachon",Thaleichthys pacificus,,,1,0.06,1,"QTS, MDS, JDM, STS",
19851,2016D02003,420,Big skate,"skate, big",Raja binoculata,,,1,0.17,1,"QTS, MDS, JDM, STS",
19852,2016D02003,66120,Sidestripe shrimp,"shrimp, sidestriped",Pandalopsis dispar,,,3,0.06,1,"QTS, MDS, JDM, STS",
19853,2016D02003,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,2,0.03,1,"QTS, MDS, JDM, STS",
19854,2016D02004,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,168,6.54,1,"QTS, MDS, JDM, STS",K
19855,2016D02004,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,156,19.06,1,"QTS, MDS, JDM, STS",
19856,2016D02004,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,82,10.76,1,"QTS, MDS, JDM, STS",
19857,2016D02004,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,4,0.34,1,"QTS, MDS, JDM, STS",
19858,2016D02004,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,4.06,1,"QTS, MDS, JDM, STS",
19859,2016D02004,99997,Unsorted catch and debris,unsorted catch and debris,,,,,25.6,1,"QTS, MDS, JDM, STS",
19860,2016D02004,10200,Rex sole,"sole, rex",Glyptocephalus zachirus,,,4,0.2,1,"QTS, MDS, JDM, STS",
19861,2016D02004,66031,Pink shrimp,"shrimp, northern (pink)",Pandalus borealis,,,5,0.04,1,"QTS, MDS, JDM, STS",
19862,2016D02004,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,4,0.02,1,"QTS, MDS, JDM, STS",
19863,2016D02005,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,204,1.6,1,"QTS, MDS, JDM, STS",X
19864,2016D02005,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,62,9.36,1,"QTS, MDS, JDM, STS",L
19865,2016D02005,99997,Unsorted catch and debris,unsorted catch and debris,,,,,5.64,1,"QTS, MDS, JDM, STS",
19866,2016D02005,10120,Pacific halibut,"halibut, Pacific",Hippoglossus stenolepis,,,1,0.585,1,"QTS, MDS, JDM, STS",
19867,2016D02005,420,Big skate,"skate, big",Raja binoculata,,,1,0.14,1,"QTS, MDS, JDM, STS",
19868,2016D02005,10200,Rex sole,"sole, rex",Glyptocephalus zachirus,,,2,0.32,1,"QTS, MDS, JDM, STS",
19869,2016D02005,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,1.25,1,"QTS, MDS, JDM, STS",
19870,2016D02006,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,2,0.02,1,"QTS, MDS, JDM, STS",
19871,2016D02006,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,11,2.5,1,"QTS, MDS, JDM, STS",
19872,2016D02006,99997,Unsorted catch and debris,unsorted catch and debris,,,,,0.73,1,"QTS, MDS, JDM, STS",
19873,2016D02006,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,2,0.004,1,"QTS, MDS, JDM, STS",
19874,2016D02006,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.03,1,"QTS, MDS, JDM, STS",
19875,2016D02007,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,3,0.015,1,"QTS, MDS, JDM, STS",AA
19876,2016D02007,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,15,3.08,1,"QTS, MDS, JDM, STS",OO
19877,2016D02007,99997,Unsorted catch and debris,unsorted catch and debris,,,,,1.54,1,"QTS, MDS, JDM, STS",
19878,2016D02007,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,2,0.002,1,"QTS, MDS, JDM, STS",
19879,2016D02007,420,Big skate,"skate, big",Raja binoculata,,,1,0.113,1,"QTS, MDS, JDM, STS",
19880,2016D02007,10200,Rex sole,"sole, rex",Glyptocephalus zachirus,,,1,0.054,1,"QTS, MDS, JDM, STS",
19881,2016D02007,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.03,1,"QTS, MDS, JDM, STS",
19882,2016D02008,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,234,3.02,1,"QTS, MDS, JDM, STS",L
19883,2016D02008,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,117,1.58,1,"QTS, MDS, JDM, STS",
19884,2016D02008,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,110,18.86,1,"QTS, MDS, JDM, STS",F
19885,2016D02008,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,102,18.22,1,"QTS, MDS, JDM, STS",
19886,2016D02008,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,123,20.61,1,"QTS, MDS, JDM, STS",
19887,2016D02008,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.5,1,"QTS, MDS, JDM, STS",
19888,2016D02008,99997,Unsorted catch and debris,unsorted catch and debris,,,,,8.7,1,"QTS, MDS, JDM, STS",
19889,2016D02008,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,53,0.049,1,"QTS, MDS, JDM, STS",
19890,2016D02008,10130,Flathead sole,"sole, flathead",Hippoglossoides elassodon,,,2,0.73,1,"QTS, MDS, JDM, STS",
19891,2016D02008,10110,Arrowtooth flounder,"flounder, arrowtooth",Reinhardtius stomias,,,1,0.51,1,"QTS, MDS, JDM, STS",
19892,2016D02008,10170,English sole,"sole, English",Paraphrys vetulus,,,1,0.09,1,"QTS, MDS, JDM, STS",
19893,2016D02008,421,"Big skate egg case, Live",Big skate egg case,Raja binoculata egg case,,1,1,0.45,1,"QTS, MDS, JDM, STS",
19894,2016D02008,10200,Rex sole,"sole, rex",Glyptocephalus zachirus,,,4,0.21,1,"QTS, MDS, JDM, STS",
19895,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,94,2,1,"QTS, MDS, JDM, STS",M
19896,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,72,1,1,"QTS, MDS, JDM, STS",B
19897,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,84,1.34,1,"QTS, MDS, JDM, STS",MM
19898,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,73,0.36,1,"QTS, MDS, JDM, STS",F
19899,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,281,1.49,1,"QTS, MDS, JDM, STS",AR
19900,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,132,19.3,1,"QTS, MDS, JDM, STS",G
19901,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,124,19.82,1,"QTS, MDS, JDM, STS",Z
19902,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,94,13.46,1,"QTS, MDS, JDM, STS",H
19903,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,118,17.1,1,"QTS, MDS, JDM, STS",K
19904,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,129,19.04,1,"QTS, MDS, JDM, STS",
19905,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,8,0.87,1,"QTS, MDS, JDM, STS",WD
19906,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,2,0.12,1,"QTS, MDS, JDM, STS",MB
19907,2016D02009,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,2,0.24,1,"QTS, MDS, JDM, STS",
19908,2016D02009,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.38,1,"QTS, MDS, JDM, STS",
19909,2016D02009,99997,Unsorted catch and debris,unsorted catch and debris,,,,,1.03,1,"QTS, MDS, JDM, STS",
19910,2016D02009,99997,Unsorted catch and debris,unsorted catch and debris,,,,,5.76,1,"QTS, MDS, JDM, STS",
19911,2016D02009,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,10,0.01,1,"QTS, MDS, JDM, STS",SF
19912,2016D02009,10200,Rex sole,"sole, rex",Glyptocephalus zachirus,,,1,0.33,1,"QTS, MDS, JDM, STS",
19913,2016D02009,10110,Arrowtooth flounder,"flounder, arrowtooth",Reinhardtius stomias,,,1,0.81,1,"QTS, MDS, JDM, STS",
19914,2016D02009,420,Big skate,"skate, big",Raja binoculata,,,1,0.23,1,"QTS, MDS, JDM, STS",
19915,2016D02009,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,40,0.039,1,"QTS, MDS, JDM, STS",
19916,2016D02010,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,65,10.02,1,"QTS, MDS, JDM, STS",F
19917,2016D02010,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,3,0.39,1,"QTS, MDS, JDM, STS",
19918,2016D02010,99997,Unsorted catch and debris,unsorted catch and debris,,,,,4.8,1,"QTS, MDS, JDM, STS",
19919,2016D02010,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,7,0.02,1,"QTS, MDS, JDM, STS",SF
19920,2016D02010,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.2,1,"QTS, MDS, JDM, STS",
19921,2016D02011,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,1,0.01,1,"QTS, MDS, JDM, STS",WD
19922,2016D02011,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,13,3.38,1,"QTS, MDS, JDM, STS",
19923,2016D02011,99997,Unsorted catch and debris,unsorted catch and debris,,,,,4.34,1,"QTS, MDS, JDM, STS",
19924,2016D02011,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,1,0.003,1,"QTS, MDS, JDM, STS",SF
19925,2016D02011,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,1,0.1,1,"QTS, MDS, JDM, STS",
19926,2016D02011,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.23,1,"QTS, MDS, JDM, STS",
19927,2016D02013,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,6,1.17,1,"QTS, MDS, JDM, STS",
19928,2016D02013,99997,Unsorted catch and debris,unsorted catch and debris,,,,,4.74,1,"QTS, MDS, JDM, STS",
19929,2016D02014,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,1,0.01,1,"QTS, MDS, JDM, STS",MH
19930,2016D02014,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,7,1.36,1,"QTS, MDS, JDM, STS",
19931,2016D02014,99997,Unsorted catch and debris,unsorted catch and debris,,,,,8.26,1,"QTS, MDS, JDM, STS",
19932,2016D02014,99997,Unsorted catch and debris,unsorted catch and debris,,,,,11.18,1,"QTS, MDS, JDM, STS",
19933,2016D02014,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,1,0.01,1,"QTS, MDS, JDM, STS",SF
19934,2016D02014,10120,Pacific halibut,"halibut, Pacific",Hippoglossus stenolepis,,,1,3.34,1,"QTS, MDS, JDM, STS",
19935,2016D02014,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.39,1,"QTS, MDS, JDM, STS",
19936,2016D02015,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,2,0.56,1,"QTS, MDS, JDM, STS",Z
19937,2016D02015,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,1,0.21,1,"QTS, MDS, JDM, STS",MH
19938,2016D02015,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.16,1,"QTS, MDS, JDM, STS",
19939,2016D02015,99997,Unsorted catch and debris,unsorted catch and debris,,,,,21.05,1,"QTS, MDS, JDM, STS",
19940,2016D02015,99997,Unsorted catch and debris,unsorted catch and debris,,,,,11.44,1,"QTS, MDS, JDM, STS",
19941,2016D02015,99997,Unsorted catch and debris,unsorted catch and debris,,,,,7.5,1,"QTS, MDS, JDM, STS",
19942,2016D02015,99997,Unsorted catch and debris,unsorted catch and debris,,,,,18.36,1,"QTS, MDS, JDM, STS",
19943,2016D02015,99997,Unsorted catch and debris,unsorted catch and debris,,,,,19.74,1,"QTS, MDS, JDM, STS",
19944,2016D02015,80160,Sunflower sea star,sunflower sea star,Pycnopodia helianthoides,,,1,1.92,1,"QTS, MDS, JDM, STS",
19945,2016D02015,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,2,0.01,1,"QTS, MDS, JDM, STS",SF
19946,2016D02015,66120,Sidestripe shrimp,"shrimp, sidestriped",Pandalopsis dispar,,,3,0.04,1,"QTS, MDS, JDM, STS",
19947,2016D02015,66031,Pink shrimp,"shrimp, northern (pink)",Pandalus borealis,,,1,0.03,1,"QTS, MDS, JDM, STS",
19948,2016D02015,78020,Octopus,,Octopus sp.,,,1,0.05,1,"QTS, MDS, JDM, STS",
19949,2016D02015,10270,Butter sole,"sole, butter",Isopsetta isolepis,,,1,0.76,1,"QTS, MDS, JDM, STS",
19950,2016D02015,43010,Metridium sp.,"sea anemone, Metridium sp.",Metridium sp.,,,2,1.13,1,"QTS, MDS, JDM, STS",
19951,2016D02016,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,4,1.24,1,"QTS, MDS, JDM, STS",MM
19952,2016D02016,99997,Unsorted catch and debris,unsorted catch and debris,,,,,26.5,1,"QTS, MDS, JDM, STS",
19953,2016D02017,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,71,11.58,1,"QTS, MDS, JDM, STS",C
19954,2016D02017,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,97,16.56,1,"QTS, MDS, JDM, STS",G
19955,2016D02017,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,107,18,1,"QTS, MDS, JDM, STS",H
19956,2016D02017,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,42,7.1,1,"QTS, MDS, JDM, STS",M
19957,2016D02017,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.06,1,"QTS, MDS, JDM, STS",
19958,2016D02017,99997,Unsorted catch and debris,unsorted catch and debris,,,,,15.62,1,"QTS, MDS, JDM, STS",
19959,2016D02017,10270,Butter sole,"sole, butter",Isopsetta isolepis,,,1,0.61,1,"QTS, MDS, JDM, STS",
19960,2016D02017,420,Big skate,"skate, big",Raja binoculata,,,1,0.15,1,"QTS, MDS, JDM, STS",
19961,2016D02017,10200,Rex sole,"sole, rex",Glyptocephalus zachirus,,,1,0.01,1,"QTS, MDS, JDM, STS",
19962,2016D02017,66031,Pink shrimp,"shrimp, northern (pink)",Pandalus borealis,,,1,0.005,1,"QTS, MDS, JDM, STS",
19963,2016D02018,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,15,4.82,1,"QTS, MDS, JDM, STS",
19964,2016D02018,99997,Unsorted catch and debris,unsorted catch and debris,,,,,27.84,1,"QTS, MDS, JDM, STS",
19965,2016D02018,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,1,0.004,1,"QTS, MDS, JDM, STS",SF
19966,2016D02018,99997,Unsorted catch and debris,unsorted catch and debris,,,,,2.7,1,"QTS, MDS, JDM, STS",
19967,2016D02018,10200,Rex sole,"sole, rex",Glyptocephalus zachirus,,,1,0.01,1,"QTS, MDS, JDM, STS",
19968,2016D02018,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,2.84,1,"QTS, MDS, JDM, STS",
19969,2016D02018,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.19,1,"QTS, MDS, JDM, STS",
19970,2016D02019,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,1,0.1,1,"QTS, MDS, JDM, STS",
19971,2016D02019,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,15,3.72,1,"QTS, MDS, JDM, STS",
19972,2016D02019,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,2.02,1,"QTS, MDS, JDM, STS",
19973,2016D02019,99997,Unsorted catch and debris,unsorted catch and debris,,,,,16.28,1,"QTS, MDS, JDM, STS",
19974,2016D02019,80160,Sunflower sea star,sunflower sea star,Pycnopodia helianthoides,,,1,0.7,1,"QTS, MDS, JDM, STS",
19975,2016D02019,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,8,0.03,1,"QTS, MDS, JDM, STS",SF
19976,2016D02019,99997,Unsorted catch and debris,unsorted catch and debris,,,,,23.8,1,"QTS, MDS, JDM, STS",
19977,2016D02019,99997,Unsorted catch and debris,unsorted catch and debris,,,,,21.54,1,"QTS, MDS, JDM, STS",
19978,2016D02019,99997,Unsorted catch and debris,unsorted catch and debris,,,,,11.1,1,"QTS, MDS, JDM, STS",
19979,2016D02019,99997,Unsorted catch and debris,unsorted catch and debris,,,,,0.18,1,"QTS, MDS, JDM, STS",
19980,2016D02019,421,"Big skate egg case, Live",Big skate egg case,Raja binoculata egg case,,1,2,0.42,1,"QTS, MDS, JDM, STS",
19981,2016D02020,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,8,2.02,1,"QTS, MDS, JDM, STS",Q
19982,2016D02020,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.79,1,"QTS, MDS, JDM, STS",
19983,2016D02020,74120,Clapper,"scallop, weathervane",Patinopecten caurinus,,52,2,0.29,1,"QTS, MDS, JDM, STS",
19984,2016D02020,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,0.79,1,"QTS, MDS, JDM, STS",
19985,2016D02020,99997,Unsorted catch and debris,unsorted catch and debris,,,,,20.72,1,"QTS, MDS, JDM, STS",
19986,2016D02020,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,3,0.005,1,"QTS, MDS, JDM, STS",SF
19987,2016D02020,99997,Unsorted catch and debris,unsorted catch and debris,,,,,9.58,1,"QTS, MDS, JDM, STS",
19988,2016D02020,99997,Unsorted catch and debris,unsorted catch and debris,,,,,18.14,1,"QTS, MDS, JDM, STS",
19989,2016D02020,99997,Unsorted catch and debris,unsorted catch and debris,,,,,12.76,1,"QTS, MDS, JDM, STS",
19990,2016D02020,99997,Unsorted catch and debris,unsorted catch and debris,,,,,11.12,1,"QTS, MDS, JDM, STS",
19991,2016D02021,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,2,1,1,0.93,1,"QTS, MDS, JDM, STS",
19992,2016D02021,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,6,1.47,1,"QTS, MDS, JDM, STS",
19993,2016D02021,99997,Unsorted catch and debris,unsorted catch and debris,,,,,25.35,1,"QTS, MDS, JDM, STS",
19994,2016D02021,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,4,0.01,1,"QTS, MDS, JDM, STS",SF
19995,2016D02021,99997,Unsorted catch and debris,unsorted catch and debris,,,,,18.4,1,"QTS, MDS, JDM, STS",
19996,2016D02021,99997,Unsorted catch and debris,unsorted catch and debris,,,,,10.44,1,"QTS, MDS, JDM, STS",
19997,2016D02021,99997,Unsorted catch and debris,unsorted catch and debris,,,,,37.22,1,"QTS, MDS, JDM, STS",
19998,2016D02021,74120,Clapper,"scallop, weathervane",Patinopecten caurinus,,52,1,0.11,1,"QTS, MDS, JDM, STS",
19999,2016D02021,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,2.9,1,"QTS, MDS, JDM, STS",
20000,2016D02022,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,18,4.28,1,"QTS, MDS, JDM, STS",
20001,2016D02022,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,1,0.16,1,"QTS, MDS, JDM, STS",
20002,2016D02022,99997,Unsorted catch and debris,unsorted catch and debris,,,,,20.26,1,"QTS, MDS, JDM, STS",
20003,2016D02022,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,1,0.005,1,"QTS, MDS, JDM, STS",SF
20004,2016D02022,78020,Octopus,,Octopus sp.,,,1,0.004,1,"QTS, MDS, JDM, STS",
20005,2016D02022,441,"Longnose skate egg case, Live",longnose skate egg case,raja rhina egg case,,1,1,0.1,1,"QTS, MDS, JDM, STS",
20006,2016D02022,74120,Clapper,"scallop, weathervane",Patinopecten caurinus,,52,1,0.15,1,"QTS, MDS, JDM, STS",
20007,2016D02022,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,2.32,1,"QTS, MDS, JDM, STS",
20008,2016D02023,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,36,7.6,1,"QTS, MDS, JDM, STS",Q
20009,2016D02023,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,4,1.15,1,"QTS, MDS, JDM, STS",MB
20010,2016D02023,99997,Unsorted catch and debris,unsorted catch and debris,,,,,37.36,1,"QTS, MDS, JDM, STS",
20011,2016D02023,68560,Tanner crab,"crab, Tanner, bairdi",Chionoecetes bairdi,,,1,0.004,1,"QTS, MDS, JDM, STS",SF
20012,2016D02023,435,Bering skate,Sandpaper Skate,Bathyraja interrupta,,,2,2.36,1,"QTS, MDS, JDM, STS",
20013,2016D02023,80000,Unknown seastar,starfish unident.,Asteroidea unident.,,,1,0.56,1,"QTS, MDS, JDM, STS",
20014,2016D02023,10180,Dover sole,"sole, dover",Microstomus pacificus,,,2,0.61,1,"QTS, MDS, JDM, STS",
20015,2016D02023,74120,Empty shells,"scallop, weathervane",Patinopecten caurinus,,99,,1.9,1,"QTS, MDS, JDM, STS",
20016,2016D02023,99997,Unsorted catch and debris,unsorted catch and debris,,,,,22.12,1,"QTS, MDS, JDM, STS",
20017,2016D02023,99997,Unsorted catch and debris,unsorted catch and debris,,,,,27.12,1,"QTS, MDS, JDM, STS",
20018,2016D02024,74120,Weathervane scallop,"scallop, weathervane",Patinopecten caurinus,1,1,15,3.11,1,"QTS, MDS, JDM, STS",
